LOAN_NUMBER,LOAN_STATUS,AMT_CURR_LOAN_BAL,PRODUCT_CODE,PRODUCT_SUBCODE,NUMBER_DAYS_PAST_DUE,COST_CENTER,NON_ACCRUAL_STATUS,DATE_LOAN_ADDED
5610393f7e2ae6f5124e9fd312ffcd99,Closed,265000,LOAN,02,13,bb1042bfd91886f6d97b472f45b4e87b,false,2018-01-16
92559d717742c8033659dca354763f21,Closed,265000,LOAN,02,38,3331d7f0b638bd44291b08fdcdf95ec6,false,2016-03-26
5658a61858c653ef604a3e9ed3b3b7e0,Defaulted,265000,LOAN,02,649,c2e6d49bcfcfd19b0c22ae6f830cf8d2,true,2018-05-14
5db48a1eff2fff1fe6e5ada479b0f3d7,Defaulted,265000,LOAN,02,999,c3ca9b6871ccd9adff02a9806ae7c840,true,2012-07-19
b73843115c783f70b734027040f9adb8,Open,265000,LOAN,03,0,73c6718ec5738fde91bacf0f75d93b5b,false,2005-11-30
e1d536b872a6228df5a3e7464f5b95fd,Open,265000,LOAN,03,0,c5c8c7ea287586b2fffbbe5e798db5d0,false,1998-03-06
1dcdeff22ecd2a0b59bb5becb7fc02d8,Open,265000,LOAN,03,0,cd9ca34914438e91280f71e52825d11e,false,2016-07-20
2e24edea4584f274f7856aa3f5435ca3,Open,265000,LOAN,03,0,9d85394b21d0a8e4af644ddab8a99cce,false,2005-03-29
ce7b17f6af9510a9fba15d3731cd9b89,Closed,265000,LOAN,03,398,3331d7f0b638bd44291b08fdcdf95ec6,false,2015-01-06
7d224d17ab42d52cd19adfe7c9142df4,Closed,265000,LOAN,03,4,3eb8e3648ce066a3309aef2bf9970612,false,2015-12-20
d02bcc3d37eaf9a73c92f2f2c9f7e5ba,Closed,265000,LOAN,03,94,7f0a2852031c9ef5cd4bef8f1177c912,false,2021-12-30
6dae71a609631bc239f9a17f55942c1b,Closed,265000,LOAN,03,849,17c48a40993a242d603102a4ad457537,false,2012-09-17
0b1c2da0d3c19c28688dad247b169c92,Closed,265000,LOAN,03,3,897ae5b44f0a09efdbeca469d0e9520e,false,2004-11-29
db0dd86ceab2a8dc628c19b559d979e0,Closed,265000,LOAN,03,3,0a52e71dba012ac1049ee100a185ce81,false,2012-05-03
11680d46acab3981a1ca0e1160f64eb3,Closed,265000,LOAN,03,377,1718ad2436e688910a2076562c482142,false,2013-11-17
6c0668fdc8115ec415ce85ee22ff0dcd,Closed,265000,LOAN,03,5,810ef93562dc54e1a95d032026de95fe,false,2007-08-12
080044d418a2da35e4354679ab6a1daa,Closed,265000,LOAN,03,24,3331d7f0b638bd44291b08fdcdf95ec6,false,2013-08-01
4a8ddff62e918cb42e73694c9e07ec0b,Closed,265000,LOAN,03,242,3681c4be642a384a484dfeee846cfe1f,false,2017-04-28
7c5b579e0b6055334760ab6943405384,Closed,265000,LOAN,03,115,cab6fc37cc49fdaa78b7ba5750465624,false,2020-04-18
7142d3f91baaaef998b583a4b1a0ef14,Closed,265000,LOAN,03,870,0a52e71dba012ac1049ee100a185ce81,false,2012-06-25
b9f75fe475f05633d6848717128e5339,Defaulted,265000,LOAN,03,814,dfc09cf2cf4a5d7d7208ef19d74efd50,true,2018-11-05
a978a07a526fabfcdfcf954be7962151,Defaulted,265000,LOAN,03,999,52e12180b1c930538f0c881d8984665a,true,2017-08-20
434bc567f92e2c9de0bcc68706bf20d0,Open,101000,LOAN,01,0,c3ca9b6871ccd9adff02a9806ae7c840,false,1995-03-04
eb062360b958e29bc6a019f73eca6e98,Open,101000,LOAN,01,0,329aea91b8169e56d1105c1b0f3b15e3,false,2015-02-22
58edb8801395f3ebd3ecaea94650ddd4,Open,101000,LOAN,01,0,c4d4334a663b0db33fb2ce0fa88608db,false,2010-08-21
f8977350ba777d8a43210a1a9cb9ee78,Open,101000,LOAN,01,0,73c6718ec5738fde91bacf0f75d93b5b,false,2012-05-11
db1d46527067a507186f53fdeee519af,Open,101000,LOAN,01,0,2cd85d7e946c2411b8c588cb013e02ad,false,2012-02-04
973a5b57b0dea29f7d23d5486d0a65a6,Open,101000,LOAN,01,0,9d85394b21d0a8e4af644ddab8a99cce,false,2011-07-16
543a8bf651d0f9c06b275e265e16042b,Closed,101000,LOAN,01,999,96b6d6a40f18980f92fcf70acea7bf94,false,2017-03-11
e7303475ba1c37f575a11893de71ee7e,Closed,101000,LOAN,01,3,3331d7f0b638bd44291b08fdcdf95ec6,false,2014-02-14
ebf639f2680d395a520994e08c2ab57c,Closed,101000,LOAN,01,31,de0d9838cb6c8d95cf30ba087b05fd56,false,2016-01-13
00c28ac3f58f7dfd75198ae0f08fddf0,Closed,101000,LOAN,01,745,ff5da52cf36bd75fa2ab1a44f091fb9d,false,2016-01-22
5cd8ffd4a18385fc5da320495ffa41c4,Closed,101000,LOAN,01,225,fdcf61b997e84a3640ad08f8cc7b635f,false,2016-08-26
c4347b976967ea9021dc2837a9f410b4,Closed,101000,LOAN,01,18,0a52e71dba012ac1049ee100a185ce81,false,2016-12-06
1b1fa92daf5c4ea74953200cc13037e5,Defaulted,101000,LOAN,01,375,2de6243d54edb190bd6de569cb8520e1,true,2017-11-03
35c045879cc7d677366a4e78d444bc08,Defaulted,101000,LOAN,01,519,d13f196caf74b362961aebc82d8000e1,true,2017-10-14
857fcf496ef26b1bc79b72c63726a0b5,Open,101000,LOAN,02,0,704c7a1e413b049450f00ecd1fd46588,false,2009-02-11
6cf7451a2b0aa5ff8ae5d7e852112c26,Open,101000,LOAN,02,0,2f7fb79a5a1ef598503d228dceee754d,false,2015-04-16
41934af8b41608dc23dd6ab3e1ca9a84,Open,101000,LOAN,02,0,cf572205476ba67614a0d00c51a71ad1,false,2009-01-08
4c9fd849f778f911124917eeb9e665ce,Open,101000,LOAN,02,0,8413efffc897122cc8835dadb494c70f,false,2011-01-11
4f46a7eaf43012976908ebe824723abe,Open,101000,LOAN,02,0,ff5da52cf36bd75fa2ab1a44f091fb9d,false,2001-11-16
c0539d74257ab452d829f14ad3211cb6,Closed,101000,LOAN,02,21,0e837aa58ed4dca17771f13ffe62f396,false,2015-12-12
1d318ef7abf54ae674bd7efa2b1ffba2,Closed,101000,LOAN,02,4,ff5da52cf36bd75fa2ab1a44f091fb9d,false,2009-12-27
9e8ff08769ebc1ab8edafaf99530714a,Closed,101000,LOAN,02,242,de50003d2715ef3128c0f40513cecedf,false,2016-09-04
8a3a398f5dbc281f010447517ec571d4,Defaulted,101000,LOAN,02,999,de50003d2715ef3128c0f40513cecedf,true,2017-10-06
a27f89abff2379f74739a6aa5b06baf8,Defaulted,101000,LOAN,02,738,59514b49dc12cb040aa1097394d8a628,true,2011-10-20
7e69ad8c1b9fa3b81ee223015865762f,Open,101000,LOAN,03,0,f1b6f8e048ed790b286349f2b84afe49,false,2000-09-22
76f3bd7fd750eb27b8ffa62ea7da0ace,Open,101000,LOAN,03,0,f2d2a218800e59ba244576ae1584a388,false,1999-10-19
fdf82e3b25cf483694f90e7af09b053e,Open,101000,LOAN,03,0,15c7b361dae713fdd0aae7a767e05559,false,2007-11-03
c78101811f4c4c0f55cb19d131ca4922,Open,101000,LOAN,03,0,19fe5ba70df2ba043d749562e2f9b7bf,false,2012-06-30
c38d5bafc76c8826058c10b1d86d8ae8,Closed,101000,LOAN,03,11,897ae5b44f0a09efdbeca469d0e9520e,false,2016-01-07
748f9a71b90136fbf46e81c7ebf35dff,Closed,101000,LOAN,03,12,cab6fc37cc49fdaa78b7ba5750465624,false,2017-08-14
65b37685e95b3df280d36b4b239c0b82,Closed,101000,LOAN,03,84,44c81abdf080dfa2e18909d569f60904,false,2019-03-31
f59aed7bb7170fa25804085033b8288c,Closed,101000,LOAN,03,166,c5c8c7ea287586b2fffbbe5e798db5d0,false,2002-10-22
3cefc449e21f01f5186c9192bca73458,Closed,101000,LOAN,03,588,19fe5ba70df2ba043d749562e2f9b7bf,false,2017-08-03
637967336ccfb1d6200414b1ccd7c6df,Closed,101000,LOAN,03,753,c2e6d49bcfcfd19b0c22ae6f830cf8d2,false,2018-06-09
721006e626f7af6b604a74b5c1a5cc39,Defaulted,101000,LOAN,03,159,a7e828e029e7ed30dba2cd6a2b053fc5,true,2015-01-16
14f2e6cb7e7283d37bb5b302b09ba013,Defaulted,101000,LOAN,03,549,2f7fb79a5a1ef598503d228dceee754d,true,2012-07-03
97e1e2840645998ae71a3b2789b9fc2c,Open,290000,LOAN,01,0,4f7769bed3ea2af09b57f26abebd9dbf,false,1995-08-01
36f2d8c35df08453d0756d1bd5bad7e4,Open,290000,LOAN,01,0,329aea91b8169e56d1105c1b0f3b15e3,false,2013-03-12
3059bb06f70804b7d126053782931d01,Open,290000,LOAN,01,0,260ce6b0d64b500f411c0958ef783bc7,false,2015-06-23
ba8f0b9c8494c07fa823161ebd1294fc,Open,290000,LOAN,01,0,14a189dd169932f45f1876b55854cd61,false,1998-11-05
7b798f22ea261758363cf8326dbf6c89,Open,290000,LOAN,01,0,9d85394b21d0a8e4af644ddab8a99cce,false,2007-03-19
b03c392776b255565f7a240db1382ee5,Open,290000,LOAN,01,0,73c6718ec5738fde91bacf0f75d93b5b,false,2000-08-14
0ba012c1d97cdce4c81c38a4bda43cea,Open,290000,LOAN,01,0,4f7769bed3ea2af09b57f26abebd9dbf,false,1995-07-21
4d613c0c71c4ebd4c3a0e67879219aef,Open,290000,LOAN,01,0,65eca1b9c1fb14011fee24946da88f70,false,2006-06-21
6e75198e8c73ac11113b3b74d423348d,Open,290000,LOAN,01,0,28c91b0c577cb06f7842b28fef2808b2,false,1997-10-06
8dc0daea614520f4581c5f9f07a36e13,Open,290000,LOAN,01,0,c3ca9b6871ccd9adff02a9806ae7c840,false,1994-12-15
547f3e756084c02989f812e28effef9e,Closed,290000,LOAN,01,6,ee64d75df434e13c4159b1834ebcef9f,false,2017-09-11
d951eb61196c36f2420f1361c5593262,Closed,290000,LOAN,01,3,65eca1b9c1fb14011fee24946da88f70,false,2019-08-05
860c91dfbae7da9706a1cc3d172e0b86,Closed,290000,LOAN,01,167,20c580de85c04c2374fa8bd9f8737d23,false,2011-12-08
eb17dc4f9decb70e7a5959ad9ea4dc3e,Closed,290000,LOAN,01,20,8ccb49f3f86467cc5565aabc789f6d1f,false,2013-10-31
be49ecb15bdb9c6e263a5af7e010849a,Closed,290000,LOAN,01,9,cab6fc37cc49fdaa78b7ba5750465624,false,2012-03-03
cbadfff45d63f3ca5c551da3d4dfb15b,Closed,290000,LOAN,01,16,d1c453c50cbb5d75517fba42046e30e1,false,2015-07-22
3bc9044ffaf0a5d223ff091938542c1d,Closed,290000,LOAN,01,501,53965d6d7823da3342e80015e654b131,false,2019-01-31
a9dc88def4dcf8fc0afcd117f51fb2fe,Closed,290000,LOAN,01,361,092807bcd38cbb110a5ea29940d4a012,false,2014-11-27
d4560acd06ce0aa60ee0782422e7df28,Defaulted,290000,LOAN,01,308,7f0a2852031c9ef5cd4bef8f1177c912,true,2009-08-04
f39cc2478229e81f829a77942ec40a04,Defaulted,290000,LOAN,01,221,a7e828e029e7ed30dba2cd6a2b053fc5,true,2020-01-01
ab2b98a5d31f78213bdef7ee4c74989f,Open,290000,LOAN,02,0,c3ca9b6871ccd9adff02a9806ae7c840,false,1997-09-19
12f456b1d3f530a62a485a207b05db45,Closed,290000,LOAN,02,3,d1f384937057d66a44c665923ff728d1,false,2017-01-15
dfa722392ed554493b0818664877460c,Closed,290000,LOAN,02,853,de50003d2715ef3128c0f40513cecedf,false,2017-05-31
60a39c617e08d8db33599bc3a29d8572,Closed,290000,LOAN,02,391,7f0a2852031c9ef5cd4bef8f1177c912,false,2017-11-21
a9d15ee67be2df0a7f2521803ba32cbd,Closed,290000,LOAN,02,224,8bc3df4459b8c4dde0fa515674739b41,false,2017-07-16
e769a20ca04b8e9cd7e059df71cc3c2d,Closed,290000,LOAN,02,6,260ce6b0d64b500f411c0958ef783bc7,false,2016-03-14
368bbc581a27968fed637cf82f8f9c49,Closed,290000,LOAN,02,44,20c580de85c04c2374fa8bd9f8737d23,false,2015-09-18
9d353dc4cac156e20eccf1d010bdd87e,Closed,290000,LOAN,02,8,d96e48950b0ee61a1c6548c4dd7f225e,false,2021-08-22
